ph,salinity,moisture,tds,light,temperature,humidity,timestamp
419,866,35,1017,80,31.9,49,2023-09-27 4:17:36.100
421,868,36,1019,80,31.9,49,2023-09-27 4:17:40.100
421,867,36,1018,80,31.9,49,2023-09-27 4:17:44.100
421,868,35,1021,80,31.9,49,2023-09-27 4:17:48.100
422,868,38,1019,80,31.9,49,2023-09-27 4:17:52.100
421,867,35,1017,80,31.9,49,2023-09-27 4:17:56.100
422,866,38,1018,80,31.9,49,2023-09-27 4:18:00.100
418,867,36,1019,80,31.9,49,2023-09-27 4:18:04.100
423,865,39,1017,80,31.9,49,2023-09-27 4:18:08.100
422,867,38,1018,80,31.9,49,2023-09-27 4:18:12.100
420,869,34,1018,80,31.9,49,2023-09-27 4:18:16.100
420,869,35,1018,80,31.9,49,2023-09-27 4:18:20.100
421,866,35,1018,80,31.9,49,2023-09-27 4:18:24.100
419,867,35,1019,80,31.9,50,2023-09-27 4:18:28.100
422,865,37,1017,80,31.9,50,2023-09-27 4:18:32.100
421,865,35,1017,80,31.9,50,2023-09-27 4:18:36.100
421,867,37,1021,80,31.9,50,2023-09-27 4:18:40.100
421,868,35,1021,80,31.9,50,2023-09-27 4:18:44.100
422,865,36,1018,80,31.9,50,2023-09-27 4:18:48.100
420,870,34,1022,80,31.9,50,2023-09-27 4:18:52.100
422,868,36,1019,80,31.9,50,2023-09-27 4:18:56.100
422,865,40,1017,80,31.9,50,2023-09-27 4:19:00.100
422,867,34,1019,80,31.9,50,2023-09-27 4:19:04.100
420,868,37,1019,80,31.9,50,2023-09-27 4:19:08.100
420,869,35,1020,80,31.9,50,2023-09-27 4:19:12.100
419,867,34,1018,80,31.9,50,2023-09-27 4:19:16.100
421,867,34,1020,80,31.9,50,2023-09-27 4:19:20.100
423,866,38,1015,80,31.9,51,2023-09-27 4:19:24.100
422,867,35,1021,80,31.9,51,2023-09-27 4:19:28.100
421,866,38,1018,80,31.9,51,2023-09-27 4:19:32.100
419,869,36,1019,80,31.9,51,2023-09-27 4:19:36.100
422,866,37,1015,80,31.9,51,2023-09-27 4:19:40.100
420,867,35,1018,80,31.9,51,2023-09-27 4:19:44.100
423,866,37,1017,80,31.9,51,2023-09-27 4:19:48.100
424,865,40,1017,80,31.9,51,2023-09-27 4:19:52.100
420,869,34,1021,80,31.9,51,2023-09-27 4:19:56.100
420,868,33,1019,80,31.9,51,2023-09-27 4:20:00.100
422,868,33,1023,80,31.9,51,2023-09-27 4:20:04.100
421,869,38,1018,80,31.9,51,2023-09-27 4:20:08.100
423,867,37,1017,80,31.9,51,2023-09-27 4:20:12.100
422,865,39,1016,80,31.9,51,2023-09-27 4:20:16.100
419,869,33,1021,80,31.9,51,2023-09-27 4:20:20.100
423,866,35,1020,80,31.9,51,2023-09-27 4:20:24.100
422,865,39,1018,80,31.9,51,2023-09-27 4:20:28.100
419,869,34,1021,80,31.9,51,2023-09-27 4:20:32.100
422,868,36,1018,80,31.9,51,2023-09-27 4:20:36.100
421,869,35,1020,80,31.9,51,2023-09-27 4:20:40.100
419,867,35,1018,80,31.9,51,2023-09-27 4:20:44.100
420,869,33,1019,80,31.9,51,2023-09-27 4:20:48.100
422,866,37,1017,80,31.9,51,2023-09-27 4:20:52.100
421,868,33,1021,80,31.9,51,2023-09-27 4:20:56.100
422,865,38,1019,80,31.9,52,2023-09-27 4:21:00.100
422,869,38,1019,80,31.9,51,2023-09-27 4:21:04.100
422,867,38,1015,80,31.9,52,2023-09-27 4:21:08.100
421,868,37,1020,82,31.9,51,2023-09-27 4:21:12.100
423,866,35,1019,80,31.9,52,2023-09-27 4:21:16.100
422,867,36,1022,80,31.9,52,2023-09-27 4:21:20.100
421,868,34,1021,80,31.9,52,2023-09-27 4:21:24.100
420,868,36,1018,80,31.9,52,2023-09-27 4:21:28.100
422,866,37,1018,80,31.9,52,2023-09-27 4:21:32.100
422,867,35,1021,81,31.9,52,2023-09-27 4:21:36.100
421,865,38,1018,81,31.9,52,2023-09-27 4:21:40.100
420,864,36,1020,82,31.9,52,2023-09-27 4:21:44.100
421,870,35,1021,83,31.9,52,2023-09-27 4:21:48.100
422,867,35,1018,83,31.9,52,2023-09-27 4:21:52.100
423,864,38,1018,84,31.9,52,2023-09-27 4:21:56.100
421,869,36,1018,84,31.9,52,2023-09-27 4:22:00.100
423,866,38,1015,84,31.9,52,2023-09-27 4:22:04.100
420,869,37,1019,84,31.9,52,2023-09-27 4:22:08.100
422,866,37,1017,84,31.9,52,2023-09-27 4:22:12.100
421,867,35,1021,84,31.9,52,2023-09-27 4:22:16.100
422,866,37,1019,84,31.9,52,2023-09-27 4:22:20.100
423,866,34,1020,84,31.9,52,2023-09-27 4:22:24.100
420,869,33,1019,83,31.9,52,2023-09-27 4:22:28.100
420,869,35,1021,82,31.9,52,2023-09-27 4:22:32.100
422,865,37,1017,82,31.9,52,2023-09-27 4:22:36.100
424,864,36,1017,83,31.9,52,2023-09-27 4:22:40.100
419,868,34,1018,84,32.0,52,2023-09-27 4:22:44.100
420,868,35,1021,84,32.0,52,2023-09-27 4:22:48.100
420,866,38,1018,84,31.9,52,2023-09-27 4:22:52.100
420,868,34,1022,84,31.9,52,2023-09-27 4:22:56.100
422,866,38,1017,83,31.9,52,2023-09-27 4:23:00.100
422,868,38,1015,82,31.9,52,2023-09-27 4:23:04.100
420,867,34,1019,81,31.9,52,2023-09-27 4:23:08.100
420,866,34,1020,81,31.9,52,2023-09-27 4:23:12.100
421,867,34,1022,81,31.9,52,2023-09-27 4:23:16.100
422,866,37,1021,81,32.0,52,2023-09-27 4:23:20.100
423,866,37,1017,81,32.0,52,2023-09-27 4:23:24.100
423,865,37,1017,81,31.9,52,2023-09-27 4:23:28.100
424,865,37,1016,81,31.9,52,2023-09-27 4:23:32.100
420,870,34,1019,81,32.0,52,2023-09-27 4:23:36.100
420,869,34,1021,81,31.9,52,2023-09-27 4:23:40.100
422,868,40,1019,81,32.0,52,2023-09-27 4:23:44.100
422,865,37,1018,81,32.0,52,2023-09-27 4:23:48.100
422,866,38,1018,81,32.0,52,2023-09-27 4:23:52.100
420,868,37,1022,80,32.0,52,2023-09-27 4:23:56.100
421,867,36,1020,80,32.0,52,2023-09-27 4:24:00.100
424,868,38,1015,80,32.0,52,2023-09-27 4:24:04.100
421,869,34,1020,80,31.9,52,2023-09-27 4:24:08.100
422,864,38,1017,80,32.0,52,2023-09-27 4:24:12.100
421,866,34,1019,80,32.0,52,2023-09-27 4:24:16.100
422,866,38,1018,80,32.0,52,2023-09-27 4:24:20.100
419,869,35,1023,80,32.0,52,2023-09-27 4:24:24.100
421,866,36,1017,80,32.0,52,2023-09-27 4:24:28.100
422,866,37,1017,80,31.9,52,2023-09-27 4:24:32.100
423,865,37,1018,80,31.9,52,2023-09-27 4:24:36.100
420,870,36,1020,80,32.0,52,2023-09-27 4:24:40.100
422,869,37,1019,80,32.0,52,2023-09-27 4:24:44.100
422,865,37,1017,80,32.0,52,2023-09-27 4:24:48.100
422,865,40,1018,80,31.9,52,2023-09-27 4:24:52.100
422,867,35,1017,80,32.0,52,2023-09-27 4:24:56.100
422,866,37,1018,80,31.9,52,2023-09-27 4:25:00.100
421,870,34,1020,80,32.0,52,2023-09-27 4:25:04.100
420,869,37,1020,80,31.9,52,2023-09-27 4:25:08.100
421,865,36,1019,80,31.9,52,2023-09-27 4:25:12.100
421,868,36,1019,80,32.0,52,2023-09-27 4:25:16.100
420,868,35,1019,80,32.0,52,2023-09-27 4:25:20.100
423,866,38,1017,80,32.0,52,2023-09-27 4:25:24.100
420,868,36,1021,81,32.0,52,2023-09-27 4:25:28.100
423,866,35,1019,81,32.0,52,2023-09-27 4:25:32.100
420,867,33,1022,81,32.0,52,2023-09-27 4:25:36.100
421,867,38,1021,81,32.0,52,2023-09-27 4:25:40.100
423,868,37,1019,80,32.0,52,2023-09-27 4:25:44.100
421,866,35,1019,80,32.0,52,2023-09-27 4:25:48.100
420,870,34,1021,81,32.0,52,2023-09-27 4:25:52.100
421,867,34,1019,81,32.0,52,2023-09-27 4:25:56.100
422,867,35,1021,81,32.0,52,2023-09-27 4:26:00.100
420,868,35,1019,83,32.0,52,2023-09-27 4:26:04.100
420,869,36,1018,84,32.0,52,2023-09-27 4:26:08.100
421,868,34,1019,84,32.0,52,2023-09-27 4:26:12.100
420,869,33,1020,84,32.0,52,2023-09-27 4:26:16.100
422,866,37,1017,85,32.0,52,2023-09-27 4:26:20.100
422,865,37,1018,85,32.0,52,2023-09-27 4:26:24.100
422,864,37,1017,85,32.0,52,2023-09-27 4:26:28.100
421,868,36,1019,84,32.0,52,2023-09-27 4:26:32.100
421,865,38,1016,84,32.0,52,2023-09-27 4:26:36.100
421,865,35,1017,84,32.0,52,2023-09-27 4:26:40.100
423,866,37,1018,84,32.1,52,2023-09-27 4:26:44.100
421,865,37,1020,84,32.0,52,2023-09-27 4:26:48.100
422,865,38,1019,84,32.0,52,2023-09-27 4:26:52.100
421,867,38,1016,85,32.0,52,2023-09-27 4:26:56.100
421,869,38,1019,85,32.0,52,2023-09-27 4:27:00.100
422,866,37,1014,85,32.0,52,2023-09-27 4:27:04.100
422,866,35,1018,85,32.0,52,2023-09-27 4:27:08.100
421,869,34,1019,85,32.0,52,2023-09-27 4:27:12.100
419,869,36,1020,85,32.0,52,2023-09-27 4:27:16.100
422,867,33,1022,85,32.1,52,2023-09-27 4:27:20.100
422,867,34,1022,85,32.0,52,2023-09-27 4:27:24.100
421,867,35,1019,85,32.0,52,2023-09-27 4:27:28.100
420,870,33,1019,85,32.0,52,2023-09-27 4:27:32.100
421,865,36,1018,85,32.0,52,2023-09-27 4:27:36.100
423,866,38,1018,85,32.0,52,2023-09-27 4:27:40.100
422,866,37,1015,85,31.9,52,2023-09-27 4:27:44.100
420,868,35,1020,85,32.0,52,2023-09-27 4:27:48.100
421,868,36,1020,85,32.0,52,2023-09-27 4:27:52.100
421,869,34,1020,85,32.0,52,2023-09-27 4:27:56.100
422,866,39,1015,85,32.0,52,2023-09-27 4:28:00.100
421,865,38,1018,85,32.0,52,2023-09-27 4:28:04.100
422,864,37,1017,85,32.0,52,2023-09-27 4:28:08.100
422,868,33,1020,85,32.0,52,2023-09-27 4:28:12.100
420,868,34,1021,85,32.1,52,2023-09-27 4:28:16.100
424,867,38,1018,85,32.0,52,2023-09-27 4:28:20.100
421,869,37,1019,85,32.1,52,2023-09-27 4:28:24.100
420,868,35,1020,85,32.0,52,2023-09-27 4:28:28.100
423,865,37,1018,85,32.0,52,2023-09-27 4:28:32.100
424,864,37,1017,85,32.0,52,2023-09-27 4:28:36.100
421,867,35,1022,85,32.0,52,2023-09-27 4:28:40.100
421,865,35,1017,85,32.0,52,2023-09-27 4:28:44.100
422,866,37,1019,85,32.0,52,2023-09-27 4:28:48.100
420,867,36,1018,85,32.1,52,2023-09-27 4:28:52.100
423,866,38,1017,85,32.0,52,2023-09-27 4:28:56.100
421,867,36,1018,85,32.1,52,2023-09-27 4:29:00.100
422,865,38,1018,85,32.0,52,2023-09-27 4:29:04.100
419,868,34,1022,85,32.1,52,2023-09-27 4:29:08.100
420,869,37,1020,85,32.1,52,2023-09-27 4:29:12.100
421,866,38,1015,85,32.0,52,2023-09-27 4:29:16.100
423,866,37,1018,85,32.1,52,2023-09-27 4:29:20.100
422,867,37,1016,85,32.0,52,2023-09-27 4:29:24.100
422,865,39,1017,85,32.0,52,2023-09-27 4:29:28.100
421,866,36,1017,85,32.1,52,2023-09-27 4:29:32.100
422,866,38,1015,84,32.0,52,2023-09-27 4:29:36.100
422,867,35,1018,83,32.1,52,2023-09-27 4:29:40.100
423,868,38,1017,82,32.1,52,2023-09-27 4:29:44.100
422,867,37,1019,81,32.0,52,2023-09-27 4:29:48.100
422,866,37,1018,81,32.1,52,2023-09-27 4:29:52.100
421,865,37,1017,81,32.1,52,2023-09-27 4:29:56.100
419,868,33,1021,81,32.1,52,2023-09-27 4:30:00.100
423,864,38,1017,81,32.1,52,2023-09-27 4:30:04.100
418,869,32,1021,81,32.0,52,2023-09-27 4:30:08.100
422,866,37,1017,81,32.1,52,2023-09-27 4:30:12.100
422,865,40,1018,81,32.0,52,2023-09-27 4:30:16.100
419,869,36,1020,81,32.1,52,2023-09-27 4:30:20.100
422,867,38,1019,81,32.1,52,2023-09-27 4:30:24.100
422,866,36,1017,81,32.1,52,2023-09-27 4:30:28.100
420,870,36,1020,81,32.1,52,2023-09-27 4:30:32.100
422,868,36,1019,81,32.1,52,2023-09-27 4:30:36.100
422,869,36,1020,81,32.1,52,2023-09-27 4:30:40.100
423,865,39,1016,81,32.1,52,2023-09-27 4:30:44.100
420,869,34,1020,81,32.1,52,2023-09-27 4:30:48.100
422,865,37,1016,81,32.1,52,2023-09-27 4:30:52.100
420,868,34,1021,81,32.1,52,2023-09-27 4:30:56.100
419,867,33,1021,81,32.1,52,2023-09-27 4:31:00.100
423,865,39,1015,81,32.1,52,2023-09-27 4:31:04.100
419,869,34,1021,81,32.1,52,2023-09-27 4:31:08.100
421,866,38,1018,81,32.1,52,2023-09-27 4:31:12.100
422,868,35,1020,81,32.1,52,2023-09-27 4:31:16.100
424,866,38,1017,80,32.0,52,2023-09-27 4:31:20.100
423,865,38,1017,80,32.1,52,2023-09-27 4:31:24.100
418,868,33,1018,80,32.1,52,2023-09-27 4:31:28.100
421,870,33,1021,81,32.1,52,2023-09-27 4:31:32.100
421,866,37,1017,81,32.1,52,2023-09-27 4:31:36.100
421,866,34,1019,81,32.1,52,2023-09-27 4:31:40.100
419,867,37,1018,81,32.1,52,2023-09-27 4:31:44.100
422,865,37,1016,81,32.1,52,2023-09-27 4:31:48.100
421,866,36,1018,81,32.1,52,2023-09-27 4:31:52.100
420,868,33,1021,80,32.1,52,2023-09-27 4:31:56.100
421,866,35,1020,80,32.1,52,2023-09-27 4:32:00.100
422,868,36,1021,80,32.1,52,2023-09-27 4:32:04.100
423,865,36,1019,80,32.1,52,2023-09-27 4:32:08.100
421,869,34,1022,80,32.1,52,2023-09-27 4:32:12.100
422,867,35,1018,80,32.1,52,2023-09-27 4:32:16.100
419,868,32,1022,80,32.1,52,2023-09-27 4:32:20.100
420,867,34,1020,80,32.1,52,2023-09-27 4:32:24.100
423,864,35,1017,80,32.1,52,2023-09-27 4:32:28.100
421,869,35,1021,80,32.1,52,2023-09-27 4:32:32.100
423,865,38,1018,80,32.1,52,2023-09-27 4:32:36.100
422,867,38,1015,80,32.1,52,2023-09-27 4:32:40.100
422,866,38,1017,80,32.1,52,2023-09-27 4:32:44.100
421,870,34,1019,80,32.1,52,2023-09-27 4:32:48.100
420,870,34,1022,80,32.1,52,2023-09-27 4:32:52.100
421,865,37,1018,80,32.1,52,2023-09-27 4:32:56.100
422,865,38,1017,80,32.1,52,2023-09-27 4:33:00.100
421,866,36,1018,80,32.1,52,2023-09-27 4:33:04.100
420,868,34,1019,80,32.1,52,2023-09-27 4:33:08.100
422,865,39,1015,81,32.1,52,2023-09-27 4:33:12.100
423,866,35,1019,81,32.1,52,2023-09-27 4:33:16.100
422,866,38,1018,81,32.0,52,2023-09-27 4:33:20.100
422,865,39,1015,81,32.1,52,2023-09-27 4:33:24.100
421,866,33,1021,81,32.1,52,2023-09-27 4:33:28.100
422,865,37,1015,82,32.1,52,2023-09-27 4:33:32.100
421,864,38,1019,81,32.1,52,2023-09-27 4:33:36.100
421,867,35,1018,81,32.1,52,2023-09-27 4:33:40.100
422,864,38,1018,80,32.1,52,2023-09-27 4:33:44.100
420,870,32,1020,80,32.0,52,2023-09-27 4:33:48.100
420,868,34,1019,80,32.1,52,2023-09-27 4:33:52.100
420,868,36,1020,80,32.1,52,2023-09-27 4:33:56.100
420,866,34,1018,81,32.1,52,2023-09-27 4:34:00.100
419,868,33,1020,80,32.1,52,2023-09-27 4:34:04.100
420,868,34,1019,80,32.1,52,2023-09-27 4:34:08.100
421,867,35,1018,80,32.1,52,2023-09-27 4:34:12.100
420,868,36,1020,80,32.0,52,2023-09-27 4:34:16.100
421,864,36,1018,80,32.1,52,2023-09-27 4:34:20.100
421,869,36,1020,80,32.0,52,2023-09-27 4:34:24.100
422,868,37,1016,80,32.1,52,2023-09-27 4:34:28.100
421,866,38,1017,80,32.1,52,2023-09-27 4:34:32.100
420,868,38,1020,80,32.0,52,2023-09-27 4:34:36.100
421,866,36,1016,80,32.1,52,2023-09-27 4:34:40.100
419,868,33,1018,80,32.1,52,2023-09-27 4:34:44.100
422,865,37,1018,81,32.1,52,2023-09-27 4:34:48.100
420,869,36,1020,81,32.0,52,2023-09-27 4:34:52.100
422,866,38,1018,82,32.1,52,2023-09-27 4:34:56.100
422,867,38,1018,80,32.1,52,2023-09-27 4:35:00.100
421,865,36,1018,80,32.1,52,2023-09-27 4:35:04.100
421,865,35,1019,81,32.1,52,2023-09-27 4:35:08.100
423,866,36,1018,81,32.1,52,2023-09-27 4:35:12.100
423,865,38,1018,81,32.1,52,2023-09-27 4:35:16.100
422,865,38,1018,81,32.1,52,2023-09-27 4:35:20.100
422,866,39,1018,81,32.1,52,2023-09-27 4:35:24.100
420,868,36,1020,81,32.1,52,2023-09-27 4:35:28.100
421,865,36,1019,81,32.1,52,2023-09-27 4:35:32.100
421,869,37,1019,81,32.1,52,2023-09-27 4:35:36.100
422,867,37,1018,81,32.0,52,2023-09-27 4:35:40.100
419,865,36,1018,81,32.1,52,2023-09-27 4:35:44.100
420,869,33,1018,82,32.1,52,2023-09-27 4:35:48.100
422,866,35,1017,82,32.1,52,2023-09-27 4:35:52.100
419,869,33,1019,82,32.1,52,2023-09-27 4:35:56.100
422,866,37,1017,82,32.1,52,2023-09-27 4:36:00.100
420,868,34,1021,82,32.1,52,2023-09-27 4:36:04.100
423,867,34,1018,82,32.1,52,2023-09-27 4:36:08.100
422,869,35,1020,82,32.0,52,2023-09-27 4:36:12.100
424,864,37,1016,82,32.1,52,2023-09-27 4:36:16.100
422,866,37,1016,82,32.1,52,2023-09-27 4:36:20.100
422,868,38,1019,83,32.1,52,2023-09-27 4:36:24.100
421,865,37,1019,82,32.1,52,2023-09-27 4:36:28.100
421,870,36,1021,82,32.1,52,2023-09-27 4:36:32.100
421,865,36,1017,82,32.1,52,2023-09-27 4:36:36.100
423,868,34,1019,83,32.1,52,2023-09-27 4:36:40.100
421,868,34,1020,82,32.1,52,2023-09-27 4:36:44.100
420,868,35,1019,82,32.1,52,2023-09-27 4:36:48.100
422,867,35,1020,82,32.1,52,2023-09-27 4:36:52.100
422,865,40,1016,82,32.1,52,2023-09-27 4:36:56.100
421,867,34,1021,82,32.1,52,2023-09-27 4:37:00.100
420,869,35,1021,82,32.1,52,2023-09-27 4:37:04.100
419,870,34,1022,82,32.1,52,2023-09-27 4:37:08.100
420,869,34,1019,82,32.1,52,2023-09-27 4:37:12.100
421,867,35,1019,82,32.1,52,2023-09-27 4:37:16.100
421,866,38,1017,82,32.1,52,2023-09-27 4:37:20.100
419,867,34,1018,82,32.1,52,2023-09-27 4:37:24.100
422,865,37,1018,82,32.1,52,2023-09-27 4:37:28.100
420,869,33,1018,82,32.1,52,2023-09-27 4:37:32.100
423,865,35,1017,82,32.1,52,2023-09-27 4:37:36.100
419,869,34,1019,82,32.1,52,2023-09-27 4:37:40.100
422,865,37,1018,82,32.1,52,2023-09-27 4:37:44.100
421,868,34,1021,82,32.1,52,2023-09-27 4:37:48.100
420,868,36,1019,81,32.1,52,2023-09-27 4:37:52.100
420,867,36,1018,83,32.1,52,2023-09-27 4:37:56.100
420,869,33,1021,84,32.1,52,2023-09-27 4:38:00.100
420,866,35,1018,82,32.1,52,2023-09-27 4:38:04.100
422,866,38,1018,83,32.1,52,2023-09-27 4:38:08.100
420,868,36,1019,82,32.1,52,2023-09-27 4:38:12.100
421,865,39,1016,83,32.1,52,2023-09-27 4:38:16.100
422,865,37,1018,83,32.1,52,2023-09-27 4:38:20.100
420,868,35,1020,83,32.1,52,2023-09-27 4:38:24.100
419,870,33,1021,83,32.1,52,2023-09-27 4:38:28.100
421,867,37,1016,83,32.1,52,2023-09-27 4:38:32.100
421,866,37,1018,83,32.1,52,2023-09-27 4:38:36.100
421,866,36,1018,83,32.1,52,2023-09-27 4:38:40.100
420,868,35,1019,83,32.1,52,2023-09-27 4:38:44.100
419,867,33,1021,83,32.1,52,2023-09-27 4:38:48.100
423,867,37,1019,83,32.1,52,2023-09-27 4:38:52.100
421,866,38,1019,83,32.1,51,2023-09-27 4:38:56.100
421,869,36,1021,83,32.1,52,2023-09-27 4:39:00.100
420,868,36,1022,83,32.1,51,2023-09-27 4:39:04.100
421,869,35,1019,83,32.1,52,2023-09-27 4:39:08.100
420,870,33,1018,83,32.1,52,2023-09-27 4:39:12.100
421,865,35,1018,83,32.1,52,2023-09-27 4:39:16.100
421,866,35,1019,83,32.1,52,2023-09-27 4:39:20.100
421,870,35,1017,83,32.1,52,2023-09-27 4:39:24.100
421,865,37,1015,83,32.1,51,2023-09-27 4:39:28.100
422,867,37,1017,83,32.1,51,2023-09-27 4:39:32.100
421,868,38,1021,83,32.1,51,2023-09-27 4:39:36.100
422,866,38,1018,82,32.1,51,2023-09-27 4:39:40.100
422,866,37,1018,82,32.1,51,2023-09-27 4:39:44.100
422,866,35,1017,83,32.1,51,2023-09-27 4:39:48.100
422,866,36,1016,83,32.1,51,2023-09-27 4:39:52.100
419,867,34,1022,84,32.1,51,2023-09-27 4:39:56.100
422,870,36,1019,84,32.1,51,2023-09-27 4:40:00.100
421,865,37,1017,84,32.1,51,2023-09-27 4:40:04.100
421,866,37,1019,84,32.1,51,2023-09-27 4:40:08.100
421,867,36,1020,84,32.1,51,2023-09-27 4:40:12.100
421,869,36,1020,84,32.1,51,2023-09-27 4:40:16.100
421,867,35,1019,84,32.1,51,2023-09-27 4:40:20.100
422,866,37,1016,84,32.1,51,2023-09-27 4:40:24.100
421,866,35,1019,84,32.1,51,2023-09-27 4:40:28.100
421,865,38,1016,84,32.1,51,2023-09-27 4:40:32.100
420,869,37,1019,84,32.1,51,2023-09-27 4:40:36.100
422,865,35,1020,84,32.1,51,2023-09-27 4:40:40.100
422,865,37,1017,84,32.1,51,2023-09-27 4:40:44.100
422,865,38,1018,85,32.1,51,2023-09-27 4:40:48.100
420,867,35,1019,84,32.1,51,2023-09-27 4:40:52.100
422,867,37,1017,84,32.1,51,2023-09-27 4:40:56.100
420,870,35,1020,84,32.1,51,2023-09-27 4:41:00.100
421,868,35,1021,85,32.1,51,2023-09-27 4:41:04.100
422,865,38,1018,85,32.1,51,2023-09-27 4:41:08.100
422,866,37,1017,85,32.1,51,2023-09-27 4:41:12.100
419,868,34,1021,85,32.1,51,2023-09-27 4:41:16.100
422,868,35,1020,85,32.1,51,2023-09-27 4:41:20.100
420,865,37,1020,85,32.1,51,2023-09-27 4:41:24.100
424,865,38,1021,85,32.1,51,2023-09-27 4:41:28.100
420,869,36,1018,85,32.1,51,2023-09-27 4:41:32.100
423,865,36,1016,85,32.1,51,2023-09-27 4:41:36.100
423,866,37,1015,85,32.1,51,2023-09-27 4:41:40.100
421,868,34,1021,85,32.1,51,2023-09-27 4:41:44.100
421,869,34,1022,85,32.1,51,2023-09-27 4:41:48.100
420,870,34,1020,85,32.1,51,2023-09-27 4:41:52.100
422,866,36,1018,85,32.1,51,2023-09-27 4:41:56.100
420,868,36,1020,85,32.1,51,2023-09-27 4:42:00.100
419,870,34,1018,85,32.1,51,2023-09-27 4:42:04.100
423,866,37,1017,85,32.1,51,2023-09-27 4:42:08.100
419,867,36,1020,85,32.1,51,2023-09-27 4:42:12.100
