ph,salinity,moisture,tds,light,temperature,humidity,timestamp
420,869,36,1019,85,32.1,51,2023-09-27 4:42:16.100
423,867,34,1021,85,32.1,51,2023-09-27 4:42:20.100
419,869,36,1021,85,32.1,51,2023-09-27 4:42:24.100
419,866,36,1018,85,32.1,51,2023-09-27 4:42:28.100
421,865,38,1018,85,32.1,51,2023-09-27 4:42:32.100
422,865,38,1017,85,32.1,51,2023-09-27 4:42:36.100
421,865,37,1017,85,32.1,51,2023-09-27 4:42:40.100
418,867,36,1019,85,32.1,51,2023-09-27 4:42:44.100
424,866,37,1015,85,32.1,51,2023-09-27 4:42:48.100
420,868,37,1018,85,32.1,51,2023-09-27 4:42:52.100
419,868,33,1021,85,32.1,51,2023-09-27 4:42:56.100
419,869,34,1021,85,32.1,51,2023-09-27 4:43:00.100
421,866,32,1021,85,32.1,51,2023-09-27 4:43:04.100
420,866,37,1020,85,32.1,51,2023-09-27 4:43:08.100
420,869,36,1021,85,32.1,51,2023-09-27 4:43:12.100
422,865,39,1016,85,32.1,51,2023-09-27 4:43:16.100
420,870,35,1019,85,32.1,51,2023-09-27 4:43:20.100
421,867,35,1019,85,32.1,51,2023-09-27 4:43:24.100
423,866,36,1019,85,32.1,51,2023-09-27 4:43:28.100
420,870,33,1020,85,32.1,51,2023-09-27 4:43:32.100
420,868,36,1019,85,32.1,51,2023-09-27 4:43:36.100
418,867,37,1018,85,32.1,51,2023-09-27 4:43:40.100
420,867,34,1021,85,32.1,51,2023-09-27 4:43:44.100
420,869,36,1020,85,32.1,51,2023-09-27 4:43:48.100
420,868,35,1021,85,32.1,51,2023-09-27 4:43:52.100
419,868,36,1022,85,32.1,51,2023-09-27 4:43:56.100
422,868,33,1020,85,32.1,51,2023-09-27 4:44:00.100
421,865,38,1019,85,32.1,51,2023-09-27 4:44:04.100
423,864,38,1018,85,32.1,51,2023-09-27 4:44:08.100
420,869,36,1020,85,32.1,51,2023-09-27 4:44:12.100
419,868,35,1019,85,32.1,51,2023-09-27 4:44:16.100
422,865,37,1015,85,32.1,51,2023-09-27 4:44:20.100
421,869,36,1022,85,32.1,51,2023-09-27 4:44:24.100
420,868,34,1019,85,32.1,51,2023-09-27 4:44:28.100
419,868,33,1021,85,32.1,51,2023-09-27 4:44:32.100
422,866,37,1019,85,32.1,51,2023-09-27 4:44:36.100
422,866,37,1018,85,32.1,51,2023-09-27 4:44:40.100
421,866,35,1018,85,32.1,51,2023-09-27 4:44:44.100
422,865,38,1016,85,32.1,51,2023-09-27 4:44:48.100
422,866,38,1018,85,32.1,51,2023-09-27 4:44:52.100
422,868,37,1020,85,32.1,51,2023-09-27 4:44:56.100
420,869,35,1020,85,32.1,51,2023-09-27 4:45:00.100
420,866,34,1019,85,32.1,51,2023-09-27 4:45:04.100
422,867,35,1017,85,32.1,51,2023-09-27 4:45:08.100
421,866,38,1018,85,32.1,51,2023-09-27 4:45:12.100
421,865,38,1019,85,32.1,51,2023-09-27 4:45:16.100
420,870,34,1020,85,32.1,51,2023-09-27 4:45:20.100
423,866,37,1018,85,32.1,51,2023-09-27 4:45:24.100
419,866,33,1021,85,32.2,51,2023-09-27 4:45:28.100
420,868,35,1021,85,32.1,51,2023-09-27 4:45:32.100
423,867,38,1018,85,32.1,51,2023-09-27 4:45:36.100
421,866,38,1018,85,32.1,51,2023-09-27 4:45:40.100
421,865,37,1016,85,32.1,51,2023-09-27 4:45:44.100
421,865,38,1015,85,32.1,51,2023-09-27 4:45:48.100
422,869,37,1018,85,32.1,51,2023-09-27 4:45:52.100
422,865,36,1018,85,32.2,51,2023-09-27 4:45:56.100
423,866,37,1017,85,32.1,51,2023-09-27 4:46:00.100
420,869,34,1021,85,32.1,51,2023-09-27 4:46:04.100
421,865,36,1019,85,32.1,51,2023-09-27 4:46:08.100
419,869,34,1021,85,32.1,51,2023-09-27 4:46:12.100
422,866,35,1018,85,32.1,51,2023-09-27 4:46:16.100
421,865,37,1016,85,32.1,51,2023-09-27 4:46:20.100
421,870,35,1019,85,32.1,51,2023-09-27 4:46:24.100
420,871,33,1020,85,32.1,51,2023-09-27 4:46:28.100
420,865,37,1017,85,32.1,51,2023-09-27 4:46:32.100
420,868,37,1018,85,32.1,51,2023-09-27 4:46:36.100
421,870,33,1022,85,32.1,51,2023-09-27 4:46:40.100
419,868,37,1017,85,32.2,51,2023-09-27 4:46:44.100
422,870,36,1018,85,32.1,51,2023-09-27 4:46:48.100
422,865,38,1016,85,32.1,51,2023-09-27 4:46:52.100
419,866,37,1019,85,32.1,51,2023-09-27 4:46:56.100
422,865,37,1015,85,32.1,51,2023-09-27 4:47:00.100
424,867,37,1018,85,32.1,51,2023-09-27 4:47:04.100
423,865,36,1018,85,32.1,51,2023-09-27 4:47:08.100
420,867,37,1017,85,32.1,51,2023-09-27 4:47:12.100
421,865,38,1015,85,32.1,51,2023-09-27 4:47:16.100
421,870,33,1020,85,32.1,51,2023-09-27 4:47:20.100
423,865,37,1017,85,32.2,51,2023-09-27 4:47:24.100
423,865,38,1017,85,32.1,51,2023-09-27 4:47:28.100
422,865,37,1018,85,32.1,51,2023-09-27 4:47:32.100
424,865,38,1019,85,32.1,51,2023-09-27 4:47:36.100
421,867,36,1018,85,32.2,51,2023-09-27 4:47:40.100
420,868,36,1021,85,32.1,51,2023-09-27 4:47:44.100
421,870,34,1022,85,32.1,51,2023-09-27 4:47:48.100
422,865,37,1018,85,32.1,51,2023-09-27 4:47:52.100
420,867,35,1020,85,32.1,51,2023-09-27 4:47:56.100
421,867,36,1017,84,32.2,51,2023-09-27 4:48:00.100
421,867,33,1018,84,32.2,51,2023-09-27 4:48:04.100
421,869,37,1020,84,32.2,51,2023-09-27 4:48:08.100
420,865,37,1019,84,32.1,51,2023-09-27 4:48:12.100
423,865,37,1017,84,32.2,51,2023-09-27 4:48:16.100
422,869,36,1018,84,32.2,51,2023-09-27 4:48:20.100
422,867,38,1016,84,32.2,51,2023-09-27 4:48:24.100
421,867,36,1019,84,32.1,51,2023-09-27 4:48:28.100
420,869,33,1020,84,32.2,51,2023-09-27 4:48:32.100
422,866,36,1016,84,32.1,51,2023-09-27 4:48:36.100
421,866,35,1020,84,32.1,51,2023-09-27 4:48:40.100
421,868,34,1022,84,32.2,51,2023-09-27 4:48:44.100
421,865,37,1016,84,32.1,51,2023-09-27 4:48:48.100
420,870,34,1022,84,32.1,51,2023-09-27 4:48:52.100
421,869,34,1021,84,32.1,51,2023-09-27 4:48:56.100
420,867,34,1022,84,32.1,51,2023-09-27 4:49:00.100
422,868,35,1018,84,32.1,51,2023-09-27 4:49:04.100
421,865,37,1018,84,32.2,51,2023-09-27 4:49:08.100
420,868,36,1021,84,32.2,51,2023-09-27 4:49:12.100
420,869,33,1021,84,32.1,51,2023-09-27 4:49:16.100
420,869,34,1021,84,32.1,51,2023-09-27 4:49:20.100
420,869,36,1019,84,32.1,51,2023-09-27 4:49:24.100
420,868,34,1021,85,32.1,51,2023-09-27 4:49:28.100
419,869,33,1022,84,32.1,51,2023-09-27 4:49:32.100
423,867,37,1017,84,32.2,51,2023-09-27 4:49:36.100
424,864,38,1016,84,32.1,51,2023-09-27 4:49:40.100
423,867,38,1017,84,32.1,51,2023-09-27 4:49:44.100
422,866,37,1019,84,32.1,51,2023-09-27 4:49:48.100
422,867,38,1019,84,32.2,51,2023-09-27 4:49:52.100
424,867,38,1017,84,32.2,51,2023-09-27 4:49:56.100
421,865,39,1017,84,32.1,51,2023-09-27 4:50:00.100
422,867,35,1021,84,32.2,51,2023-09-27 4:50:04.100
421,870,35,1020,84,32.1,51,2023-09-27 4:50:08.100
420,871,36,1019,84,32.2,51,2023-09-27 4:50:12.100
421,866,38,1018,84,32.1,51,2023-09-27 4:50:16.100
420,865,35,1017,84,32.2,51,2023-09-27 4:50:20.100
420,869,34,1019,84,32.1,51,2023-09-27 4:50:24.100
423,865,37,1016,84,32.2,51,2023-09-27 4:50:28.100
422,866,35,1017,84,32.2,51,2023-09-27 4:50:32.100
423,865,38,1017,84,32.2,51,2023-09-27 4:50:36.100
422,865,39,1017,84,32.1,51,2023-09-27 4:50:40.100
419,870,34,1019,84,32.2,51,2023-09-27 4:50:44.100
421,868,36,1019,84,32.1,51,2023-09-27 4:50:48.100
422,865,37,1016,84,32.2,51,2023-09-27 4:50:52.100
422,866,34,1019,84,32.2,51,2023-09-27 4:50:56.100
424,866,38,1017,84,32.1,51,2023-09-27 4:51:00.100
421,868,34,1020,85,32.1,51,2023-09-27 4:51:04.100
420,869,34,1022,84,32.2,51,2023-09-27 4:51:08.100
422,867,35,1019,84,32.2,51,2023-09-27 4:51:12.100
419,869,35,1018,84,32.2,51,2023-09-27 4:51:16.100
421,868,34,1022,84,32.2,51,2023-09-27 4:51:20.100
421,868,36,1020,84,32.2,51,2023-09-27 4:51:24.100
420,870,33,1022,84,32.2,51,2023-09-27 4:51:28.100
421,869,35,1018,84,32.2,51,2023-09-27 4:51:32.100
420,870,33,1019,84,32.2,51,2023-09-27 4:51:36.100
419,867,37,1017,84,32.2,51,2023-09-27 4:51:40.100
421,870,37,1020,83,32.2,51,2023-09-27 4:51:44.100
423,868,38,1021,84,32.2,51,2023-09-27 4:51:48.100
424,865,36,1019,84,32.2,51,2023-09-27 4:51:52.100
419,870,34,1019,83,32.2,51,2023-09-27 4:51:56.100
421,866,35,1018,83,32.2,51,2023-09-27 4:52:00.100
419,866,35,1020,84,32.1,51,2023-09-27 4:52:04.100
423,867,38,1016,84,32.2,51,2023-09-27 4:52:08.100
422,867,37,1018,84,32.2,51,2023-09-27 4:52:12.100
422,867,37,1017,84,32.2,51,2023-09-27 4:52:16.100
420,870,34,1020,84,32.2,51,2023-09-27 4:52:20.100
423,869,36,1018,84,32.2,51,2023-09-27 4:52:24.100
420,868,34,1022,84,32.2,51,2023-09-27 4:52:28.100
422,863,37,1016,84,32.2,51,2023-09-27 4:52:32.100
420,869,33,1021,84,32.3,51,2023-09-27 4:52:36.100
423,867,38,1020,84,32.2,51,2023-09-27 4:52:40.100
421,870,33,1021,84,32.3,51,2023-09-27 4:52:44.100
419,866,37,1022,84,32.2,51,2023-09-27 4:52:48.100
422,866,37,1017,84,32.3,51,2023-09-27 4:52:52.100
422,870,33,1021,84,32.2,51,2023-09-27 4:52:56.100
422,868,33,1018,84,32.1,51,2023-09-27 4:53:00.100
421,865,39,1015,84,32.2,51,2023-09-27 4:53:04.100
421,869,36,1019,84,32.2,51,2023-09-27 4:53:08.100
419,867,36,1020,84,32.1,51,2023-09-27 4:53:12.100
421,867,36,1017,84,32.2,51,2023-09-27 4:53:16.100
422,869,35,1022,84,32.2,51,2023-09-27 4:53:20.100
423,866,38,1017,84,32.2,51,2023-09-27 4:53:24.100
420,868,36,1019,84,32.2,51,2023-09-27 4:53:28.100
423,866,36,1017,84,32.2,51,2023-09-27 4:53:32.100
422,867,36,1017,84,32.2,51,2023-09-27 4:53:36.100
424,866,37,1019,84,32.1,51,2023-09-27 4:53:40.100
419,869,33,1020,84,32.2,51,2023-09-27 4:53:44.100
420,868,34,1021,84,32.2,51,2023-09-27 4:53:48.100
422,866,36,1018,84,32.2,51,2023-09-27 4:53:52.100
420,869,36,1020,84,32.1,51,2023-09-27 4:53:56.100
421,866,38,1018,84,32.3,51,2023-09-27 4:54:00.100
421,865,38,1018,84,32.2,51,2023-09-27 4:54:04.100
422,870,36,1021,84,32.2,51,2023-09-27 4:54:08.100
421,868,36,1019,84,32.2,51,2023-09-27 4:54:12.100
419,870,33,1019,84,32.2,51,2023-09-27 4:54:16.100
422,865,38,1017,84,32.2,51,2023-09-27 4:54:20.100
420,868,37,1020,84,32.3,51,2023-09-27 4:54:24.100
422,869,34,1020,84,32.2,51,2023-09-27 4:54:28.100
420,868,34,1021,84,32.2,51,2023-09-27 4:54:32.100
420,869,33,1020,84,32.2,51,2023-09-27 4:54:36.100
424,865,38,1017,84,32.2,51,2023-09-27 4:54:40.100
420,865,37,1019,84,32.2,51,2023-09-27 4:54:44.100
421,865,38,1018,84,32.2,51,2023-09-27 4:54:48.100
422,865,39,1018,83,32.2,51,2023-09-27 4:54:52.100
419,869,34,1019,83,32.2,51,2023-09-27 4:54:56.100
421,865,38,1019,83,32.2,51,2023-09-27 4:55:00.100
420,872,35,1020,83,32.2,51,2023-09-27 4:55:04.100
422,868,36,1020,83,32.2,51,2023-09-27 4:55:08.100
421,868,35,1022,83,32.2,51,2023-09-27 4:55:12.100
421,871,35,1020,83,32.1,51,2023-09-27 4:55:16.100
422,871,35,1021,83,32.2,51,2023-09-27 4:55:20.100
421,866,35,1019,83,32.2,51,2023-09-27 4:55:24.100
422,867,37,1018,83,32.2,51,2023-09-27 4:55:28.100
420,869,36,1021,83,32.1,51,2023-09-27 4:55:32.100
420,870,34,1022,83,32.2,51,2023-09-27 4:55:36.100
419,868,34,1020,83,32.3,51,2023-09-27 4:55:40.100
421,869,36,1019,83,32.2,51,2023-09-27 4:55:44.100
421,871,35,1021,83,32.2,51,2023-09-27 4:55:48.100
423,866,37,1017,83,32.2,51,2023-09-27 4:55:52.100
421,867,33,1019,83,32.1,51,2023-09-27 4:55:56.100
422,868,33,1021,83,32.2,51,2023-09-27 4:56:00.100
423,865,38,1018,83,32.2,51,2023-09-27 4:56:04.100
420,868,36,1021,83,32.2,51,2023-09-27 4:56:08.100
423,867,35,1020,83,32.2,51,2023-09-27 4:56:12.100
421,864,38,1018,83,32.2,51,2023-09-27 4:56:16.100
422,867,38,1017,83,32.2,51,2023-09-27 4:56:20.100
422,865,35,1019,83,32.2,51,2023-09-27 4:56:24.100
423,866,37,1018,82,32.2,51,2023-09-27 4:56:28.100
421,866,38,1017,83,32.2,51,2023-09-27 4:56:32.100
423,866,36,1021,83,32.2,51,2023-09-27 4:56:36.100
420,868,34,1020,83,32.2,51,2023-09-27 4:56:40.100
420,869,33,1021,83,32.2,51,2023-09-27 4:56:44.100
422,868,35,1019,83,32.2,51,2023-09-27 4:56:48.100
420,870,34,1021,83,32.2,51,2023-09-27 4:56:52.100
420,868,34,1023,83,32.2,51,2023-09-27 4:56:56.100
423,866,38,1016,83,32.2,51,2023-09-27 4:57:00.100
421,867,33,1020,83,32.2,51,2023-09-27 4:57:04.100
421,869,34,1022,83,32.2,51,2023-09-27 4:57:08.100
421,869,36,1019,83,32.2,51,2023-09-27 4:57:12.100
423,867,38,1018,83,32.1,51,2023-09-27 4:57:16.100
422,865,35,1017,83,32.2,51,2023-09-27 4:57:20.100
423,866,37,1015,83,32.2,51,2023-09-27 4:57:24.100
422,870,37,1022,83,32.3,51,2023-09-27 4:57:28.100
419,867,34,1021,82,32.2,51,2023-09-27 4:57:32.100
423,866,37,1016,82,32.2,51,2023-09-27 4:57:36.100
421,869,33,1020,82,32.2,51,2023-09-27 4:57:40.100
419,868,34,1019,82,32.2,51,2023-09-27 4:57:44.100
421,866,38,1018,82,32.2,51,2023-09-27 4:57:48.100
420,867,36,1017,82,32.3,51,2023-09-27 4:57:52.100
420,867,34,1021,81,32.2,51,2023-09-27 4:57:56.100
420,867,34,1017,82,32.2,51,2023-09-27 4:58:00.100
419,866,36,1019,83,32.3,51,2023-09-27 4:58:04.100
420,867,37,1021,82,32.3,51,2023-09-27 4:58:08.100
421,866,36,1018,83,32.2,51,2023-09-27 4:58:12.100
420,869,33,1020,82,32.3,51,2023-09-27 4:58:16.100
421,868,35,1020,82,32.2,51,2023-09-27 4:58:20.100
421,868,35,1019,82,32.3,51,2023-09-27 4:58:24.100
422,868,35,1020,82,32.3,51,2023-09-27 4:58:28.100
418,868,33,1017,82,32.3,51,2023-09-27 4:58:32.100
421,866,35,1021,82,32.2,51,2023-09-27 4:58:36.100
422,865,38,1019,82,32.3,51,2023-09-27 4:58:40.100
421,865,35,1017,82,32.2,51,2023-09-27 4:58:44.100
424,865,40,1016,82,32.3,51,2023-09-27 4:58:48.100
422,867,34,1019,82,32.3,51,2023-09-27 4:58:52.100
420,867,35,1021,82,32.3,50,2023-09-27 4:58:56.100
421,866,38,1019,82,32.2,51,2023-09-27 4:59:00.100
421,868,34,1022,82,32.2,51,2023-09-27 4:59:04.100
421,866,38,1015,82,32.2,51,2023-09-27 4:59:08.100
422,865,38,1017,82,32.2,51,2023-09-27 4:59:12.100
421,865,38,1018,82,32.3,50,2023-09-27 4:59:16.100
423,866,37,1018,82,32.2,50,2023-09-27 4:59:20.100
421,869,38,1020,82,32.2,51,2023-09-27 4:59:24.100
422,869,37,1020,82,32.3,50,2023-09-27 4:59:28.100
421,865,37,1017,82,32.3,50,2023-09-27 4:59:32.100
422,867,37,1018,82,32.2,50,2023-09-27 4:59:36.100
419,869,35,1023,82,32.2,50,2023-09-27 4:59:40.100
420,867,34,1020,82,32.2,50,2023-09-27 4:59:44.100
422,868,35,1021,82,32.2,50,2023-09-27 4:59:48.100
422,865,38,1017,82,32.3,50,2023-09-27 4:59:52.100
421,866,37,1018,82,32.2,50,2023-09-27 4:59:56.100
422,866,37,1018,82,32.3,50,2023-09-27 5:00:00.100
422,867,36,1018,82,32.2,50,2023-09-27 5:00:04.100
421,869,37,1021,82,32.3,50,2023-09-27 5:00:08.100
422,865,36,1018,82,32.3,50,2023-09-27 5:00:12.100
422,867,38,1017,82,32.2,50,2023-09-27 5:00:16.100
422,867,37,1017,82,32.2,50,2023-09-27 5:00:20.100
423,866,37,1017,81,32.2,50,2023-09-27 5:00:24.100
420,869,36,1020,81,32.3,50,2023-09-27 5:00:28.100
422,865,38,1018,81,32.3,50,2023-09-27 5:00:32.100
422,866,38,1018,81,32.2,50,2023-09-27 5:00:36.100
422,865,36,1018,81,32.3,50,2023-09-27 5:00:40.100
421,868,35,1019,81,32.2,50,2023-09-27 5:00:44.100
421,866,36,1018,81,32.3,50,2023-09-27 5:00:48.100
422,866,37,1017,82,32.2,50,2023-09-27 5:00:52.100
420,867,36,1019,82,32.3,50,2023-09-27 5:00:56.100
422,865,36,1016,82,32.3,50,2023-09-27 5:01:00.100
421,869,34,1020,82,32.3,50,2023-09-27 5:01:04.100
421,868,34,1022,82,32.2,50,2023-09-27 5:01:08.100
421,865,38,1017,83,32.3,50,2023-09-27 5:01:12.100
419,869,36,1019,83,32.2,50,2023-09-27 5:01:16.100
423,865,41,1017,83,32.3,50,2023-09-27 5:01:20.100
422,866,40,1017,83,32.2,50,2023-09-27 5:01:24.100
422,867,37,1016,83,32.2,50,2023-09-27 5:01:28.100
423,864,37,1015,83,32.3,50,2023-09-27 5:01:32.100
422,866,39,1017,83,32.3,50,2023-09-27 5:01:36.100
420,869,36,1019,83,32.2,50,2023-09-27 5:01:40.100
421,865,39,1015,83,32.2,50,2023-09-27 5:01:44.100
419,869,33,1020,83,32.2,50,2023-09-27 5:01:48.100
422,865,39,1016,83,32.2,50,2023-09-27 5:01:52.100
421,869,36,1017,83,32.2,50,2023-09-27 5:01:56.100
422,867,35,1019,83,32.3,50,2023-09-27 5:02:00.100
423,870,35,1019,83,32.3,50,2023-09-27 5:02:04.100
420,868,34,1021,83,32.2,50,2023-09-27 5:02:08.100
420,868,33,1022,83,32.2,50,2023-09-27 5:02:12.100
421,866,35,1018,83,32.3,50,2023-09-27 5:02:16.100
420,865,38,1017,83,32.2,50,2023-09-27 5:02:20.100
422,866,40,1017,83,32.2,50,2023-09-27 5:02:24.100
421,865,36,1022,83,32.2,50,2023-09-27 5:02:28.100
419,867,34,1019,83,32.3,50,2023-09-27 5:02:32.100
419,867,36,1019,83,32.2,50,2023-09-27 5:02:36.100
421,869,37,1018,83,32.2,50,2023-09-27 5:02:40.100
420,869,37,1019,84,32.2,50,2023-09-27 5:02:44.100
423,865,37,1017,84,32.2,50,2023-09-27 5:02:48.100
422,865,40,1018,84,32.3,50,2023-09-27 5:02:52.100
419,867,37,1018,83,32.2,50,2023-09-27 5:02:56.100
420,869,35,1019,84,32.3,50,2023-09-27 5:03:00.100
422,866,37,1015,83,32.2,50,2023-09-27 5:03:04.100
421,869,34,1020,84,32.2,50,2023-09-27 5:03:08.100
421,865,37,1017,84,32.2,50,2023-09-27 5:03:12.100
421,868,39,1018,84,32.3,50,2023-09-27 5:03:16.100
423,868,36,1019,84,32.3,50,2023-09-27 5:03:20.100
421,869,34,1019,84,32.2,50,2023-09-27 5:03:24.100
424,867,38,1018,84,32.2,49,2023-09-27 5:03:28.100
421,869,36,1022,84,32.2,49,2023-09-27 5:03:32.100
421,867,37,1017,84,32.3,49,2023-09-27 5:03:36.100
422,868,35,1020,84,32.3,49,2023-09-27 5:03:40.100
422,865,39,1017,84,32.3,49,2023-09-27 5:03:44.100
424,865,38,1018,84,32.3,49,2023-09-27 5:03:48.100
423,866,39,1016,84,32.2,49,2023-09-27 5:03:52.100
421,865,39,1016,84,32.3,49,2023-09-27 5:03:56.100
423,865,39,1017,84,32.2,49,2023-09-27 5:04:00.100
422,867,38,1018,84,32.2,49,2023-09-27 5:04:04.100
422,868,38,1016,84,32.3,49,2023-09-27 5:04:08.100
422,868,36,1021,84,32.3,49,2023-09-27 5:04:12.100
421,865,35,1019,84,32.3,49,2023-09-27 5:04:16.100
422,867,37,1017,84,32.2,49,2023-09-27 5:04:20.100
424,866,36,1018,84,32.3,49,2023-09-27 5:04:24.100
421,865,39,1017,84,32.2,49,2023-09-27 5:04:28.100
421,869,36,1020,84,32.3,49,2023-09-27 5:04:32.100
422,869,36,1020,84,32.3,49,2023-09-27 5:04:36.100
419,866,38,1018,84,32.2,49,2023-09-27 5:04:40.100
422,867,38,1017,84,32.3,49,2023-09-27 5:04:44.100
422,866,39,1017,84,32.3,49,2023-09-27 5:04:48.100
420,868,34,1020,84,32.3,49,2023-09-27 5:04:52.100
421,869,36,1020,84,32.3,49,2023-09-27 5:04:56.100
423,866,37,1017,84,32.2,49,2023-09-27 5:05:00.100
422,865,37,1018,84,32.3,49,2023-09-27 5:05:04.100
423,867,36,1019,84,32.3,49,2023-09-27 5:05:08.100
420,869,36,1021,84,32.2,49,2023-09-27 5:05:12.100
424,864,38,1017,84,32.2,49,2023-09-27 5:05:16.100
421,868,34,1019,84,32.2,49,2023-09-27 5:05:20.100
421,868,36,1019,84,32.3,49,2023-09-27 5:05:24.100
421,868,36,1017,84,32.2,49,2023-09-27 5:05:28.100
422,865,37,1016,84,32.2,49,2023-09-27 5:05:32.100
419,868,33,1019,84,32.3,49,2023-09-27 5:05:36.100
421,869,38,1019,84,32.2,49,2023-09-27 5:05:40.100
424,866,37,1016,83,32.2,49,2023-09-27 5:05:44.100
419,866,36,1020,83,32.2,49,2023-09-27 5:05:48.100
421,868,36,1018,83,32.3,49,2023-09-27 5:05:52.100
422,868,34,1021,83,32.2,49,2023-09-27 5:05:56.100
421,867,38,1020,83,32.2,49,2023-09-27 5:06:00.100
420,871,35,1021,83,32.2,49,2023-09-27 5:06:04.100
421,867,37,1021,83,32.2,49,2023-09-27 5:06:08.100
424,866,39,1016,83,32.2,49,2023-09-27 5:06:12.100
422,865,40,1017,83,32.2,49,2023-09-27 5:06:16.100
420,869,35,1020,83,32.3,49,2023-09-27 5:06:20.100
423,868,37,1021,83,32.2,49,2023-09-27 5:06:24.100
421,866,39,1015,83,32.3,49,2023-09-27 5:06:28.100
422,866,38,1018,82,32.2,49,2023-09-27 5:06:32.100
421,869,37,1019,82,32.3,49,2023-09-27 5:06:36.100
420,866,34,1020,81,32.2,49,2023-09-27 5:06:40.100
419,869,34,1021,80,32.2,49,2023-09-27 5:06:44.100
423,865,39,1016,79,32.3,49,2023-09-27 5:06:48.100
421,868,34,1020,79,32.2,49,2023-09-27 5:06:52.100